Time [Sec],Mass 24,Mass 31,Mass 43,Mass 44,Mass 47,Mass 55,Mass 63,Mass 66,Mass 88,Mass 138,Mass 208,Mass 238,Dist,adj dist
950.477,362204.38,624067.19,14140.64,233230.86,27,32,33,42,7650.98,749.15,13,1,1863.7,17516.3
951.484,349176.81,624667.38,14376.42,236296.78,21,31,42,47,7780.49,700.13,8,1,1865.7,17514.3
952.491,356368.25,619725.88,14932.37,232945.59,25,24,36,40,7353.83,628.1,4,2,1867.6,17512.4
953.498,354304.69,637560.38,14846.73,233145.78,25,34,45,60,7732.28,725.14,5,0,1869.6,17510.4
954.505,348104.38,621380,14476.04,226797.06,32,35,86.01,46,7480.31,700.13,4,2,1871.6,17508.4
955.511,361083.78,637853.63,14984.81,234386.44,25,29,32,38,7833.69,719.14,1,2,1873.6,17506.4
956.518,372626.69,618068.75,14287.69,231518.97,14,21,40,52,7625.87,711.13,6,2,1875.5,17504.5
957.525,368825.56,634784.25,14549.58,230864.97,23,30,29,42,7715.22,745.15,8,3,1877.5,17502.5
958.532,362960.94,650599.25,14597.91,232437.38,26,41,58.01,35,7686.12,704.13,2,1,1879.5,17500.5
959.539,357323.59,655326.25,14205.13,228254.23,24,22,35,44,7536.52,703.13,3,0,1881.4,17498.6
960.546,366314.5,608580.38,14379.34,231231.33,32,28,38,42,7331.75,707.13,6,2,1883.4,17496.6
961.553,364027.44,631613.44,14420.63,232948.34,18,38,58,48,7750.36,734.14,6,3,1885.4,17494.6
962.559,342184.81,630199.44,14690.61,231840.75,22,23,58,44,7403.03,762.15,3,1,1887.4,17492.6
963.566,347381,627741.75,14678.5,233126.34,22,46,83.01,47,7838.72,719.14,9,2,1889.3,17490.7
964.573,358966.44,669332.25,15127.84,238160.39,17,35,31,41,7428.1,704.13,3,1,1891.3,17488.7
965.58,353430.63,621778.5,14652.3,228402.94,15,33,41,46,7822.65,742.15,3,1,1893.3,17486.7
966.587,376211,643489.13,14765.13,229741.64,33,34,56,42,7998.36,806.17,3,0,1895.3,17484.7
967.594,375556.5,652114.75,15207.41,229396.53,29,42,43,36,7816.63,806.17,3,1,1897.2,17482.8
968.601,365367.94,643469.25,14781.25,232742.75,24,40,53,62.01,7954.17,766.16,8,1,1899.2,17480.8
969.607,375993.56,643518.19,15126.82,232858.64,26,29,34,38,7833.69,743.15,4,2,1901.2,17478.8
970.614,370347.16,618188.31,14494.17,232333.89,20,44,54,41,7681.08,665.12,5,2,1903.2,17476.8
971.621,357148.78,641845.63,14997.85,239049.5,12,42,52,72.01,7726.29,703.13,6,0,1905.1,17474.9
972.628,354750.88,634496.81,14398.48,227554.56,27,38,30,52,7672.06,734.14,7,3,1907.1,17472.9
973.635,380227.94,599649.31,14286.69,225519.75,19,44,92.01,30,7678.07,947.26,9,3,1909.1,17470.9
974.642,341459.53,628662.38,14597.9,229206.92,32,33,66.01,34,8063.63,740.14,4,1,1911.1,17468.9
975.649,347911.25,614785.13,14230.28,228030.98,13,32,52,34,7940.11,720.14,2,2,1913.0,17467.0
976.655,351399.31,630843.63,14279.66,230522.19,30,38,57,64.01,7917.03,719.14,9,1,1915.0,17465.0
977.662,357585.25,615826.5,14269.56,230254.89,22,34,37,52,7719.26,767.16,12,0,1917.0,17463.0
978.669,352412.88,620178.75,14398.53,225039.34,25,40,114.02,48,8203.2,797.17,12,1,1919.0,17461.0
979.676,380173.38,635855.06,14981.73,228807.28,23,41,43,56,7983.32,784.16,5,3,1920.9,17459.1
980.683,346090.81,624098.38,14705.69,230877.13,33,38,32,42,8394,823.18,8,2,1922.9,17457.1
981.69,359452.63,621253.56,14628.12,229017.47,29,31,39,49,8159.01,796.17,5,1,1924.9,17455.1
982.696,375214.75,635739,14810.46,228741.53,37,30,31,40,8169.05,862.2,6,1,1926.9,17453.1
983.703,371543.66,632169,14317.91,227186.63,26,36,39,50,8040.52,819.18,7,2,1928.8,17451.2
984.71,360996.84,615873.63,14549.57,230025.88,33,34,48,47,8549.68,982.26,1,0,1930.8,17449.2
985.717,365028.31,624494.13,14372.29,229794.19,17,28,31,68.01,8434.21,962.24,6,2,1932.8,17447.2
986.724,378477.63,653007.75,15041.16,227513.03,22,35,29,47,8601.93,922.22,0,2,1934.8,17445.2
987.731,349776.56,640004.5,14143.69,219185.61,13,29,36,47,8297.64,974.25,4,0,1936.7,17443.3
988.738,362015.13,614830.06,14467.98,227405.56,31,32,48,52,8172.08,973.25,10,1,1938.7,17441.3
989.744,354844.5,620101.25,14151.74,225282.78,25,50,45,34,8359.86,929.23,3,4,1940.7,17439.3
990.751,339085.81,621710,14356.18,230800,27,35,41,55,8613.97,1006.27,5,5,1942.6,17437.4
991.758,369739.5,632922.63,14309.84,228995.58,19,26,38,48,8565.75,978.25,9,2,1944.6,17435.4
992.765,356757.72,622678.25,14473.09,226670.3,29,28,67.01,48,8487.42,914.22,8,0,1946.6,17433.4
993.772,340145.13,634312.31,14560.65,228870.03,21,41,32,42,8505.49,975.25,6,2,1948.6,17431.4
994.779,349641.25,637169.56,14829.59,239825.41,52.01,29,42,51,8883.17,1001.27,10,0,1950.5,17429.5
995.786,346766.44,627990.06,14620.07,233448.2,26,32,51,45,8688.29,952.24,6,0,1952.5,17427.5
996.792,355865.38,625615.25,15366.64,231923.72,31,31,61,46,9097.16,1030.28,7,0,1954.5,17425.5
997.799,365055.63,640480.31,14679.51,228835.44,19,37,38,41,8534.62,960.24,5,0,1956.5,17423.5
998.806,346887.53,605586.5,14138.66,227612.86,23,39,47,72.01,8281.53,909.22,2,3,1958.4,17421.6
999.813,356257.81,609334,14348.12,224013.84,38,34,38,53,8435.2,880.21,3,0,1960.4,17419.6
1000.82,345653.13,601728.88,14052.02,231802.25,26,35,48,57,8699.34,980.25,4,2,1962.4,17417.6
1001.827,351516.41,598388,14321.98,224696.72,24,36,31,40,8432.21,942.23,13,0,1964.4,17415.6
1002.834,367035.38,633599.25,14881.99,230770.47,33,42,40,104.02,8708.41,900.21,4,3,1966.3,17413.7
1003.84,354072.25,607745.63,13943.29,218028.88,27,45,48,40,8624.02,976.25,5,2,1968.3,17411.7
1004.847,350070.69,620311.06,14111.45,227754.75,20,35,33,43,8474.36,950.24,7,0,1970.3,17409.7
1005.854,343636.81,613373.13,14338.11,232083.78,24,29,28,39,8719.44,1020.28,5,0,1972.3,17407.7
1006.861,357533.56,620526,14608.98,234833.75,28,25,52,39,8627.03,1001.26,8,3,1974.2,17405.8
1007.868,362784.5,622122.44,14589.87,228223.41,29,32,45,53,8856.04,1039.29,10,1,1976.2,17403.8
1008.875,375640.84,645145.06,14572.75,222960.75,26,44,27,85.01,8964.56,1049.29,4,0,1978.2,17401.8
1009.881,367739.75,615163,14504.23,224548.73,29,35,45,26,9039.9,970.25,2,1,1980.2,17399.8
1010.888,381558.84,636119.69,14500.21,228425.02,21,37,32,44,8828.92,930.23,10,1,1982.1,17397.9
1011.895,362839.63,609577.69,14625.13,226324.44,20,43,47,50,8985.65,982.26,7,3,1984.1,17395.9
1012.902,364794.81,610434.25,14376.32,224351.94,28,39,57,53,9468.93,928.23,4,1,1986.1,17393.9
1013.909,378217.31,624244.13,14819.55,232695.98,20,40,88.01,104.02,9526.18,1008.27,13,2,1988.1,17391.9
1014.916,408312.41,650512.63,14691.63,229368.22,23,24,36,40,9280,915.22,12,1,1990.0,17390.0
1015.923,417294.34,658798.19,14858.83,233951.53,27,50,38,55,9578.47,952.24,8,1,1992.0,17388.0
1016.929,418003.84,621623,14546.56,229208.86,21,26,35,43,9647.81,943.24,3,2,1994.0,17386.0
1017.936,365416.91,637374,14641.27,230008.84,26,25,44,48,9982.52,996.26,8,1,1996.0,17384.0
1018.943,374107.69,629527.75,14700.75,230642.44,30,40,43,47,9753.32,934.23,4,2,1997.9,17382.1
1019.95,362094.81,633500.88,14250.48,230672.34,26,39,38,52,10399.64,906.22,9,2,1999.9,17380.1
1020.957,368876.34,642955.13,14398.54,229070.09,27,32,42,43,10458.94,975.25,6,3,2001.9,17378.1
1021.964,384410.13,630665.81,14657.34,229018.06,24,30,53,46,10641.94,934.23,4,1,2003.9,17376.1
1022.971,365509.63,642808.88,15069.37,235281.81,28,32,48,39,10953.68,1095.32,9,3,2005.8,17374.2
1023.977,371945.91,620573.38,13736.88,225968.19,17,34,37,38,11042.17,1085.31,8,1,2007.8,17372.2
1024.984,386377.31,667357.06,15218.51,235327.61,20,36,38,40,11282.51,1028.28,6,1,2009.8,17370.2
1025.991,372480.06,645196.56,15130.85,232697.19,23,41,35,46,11319.73,1070.3,4,1,2011.7,17368.3
1026.998,386367,658988.31,14697.64,226301.09,31,49,46,25,10862.14,956.24,5,1,2013.7,17366.3
1028.005,383297.84,644254.13,15112.71,234880.97,21,37,34,61,11619.47,1009.27,1,0,2015.7,17364.3
1029.012,371861.31,636675.63,14462.94,226961.75,26,31,45,45,10870.17,1000.26,5,1,2017.7,17362.3
1030.019,383433.19,642823.69,14065.12,225662.55,28,46,55,45,10749.53,989.26,4,1,2019.6,17360.4
1031.025,361304.69,621657.13,14236.36,228069.64,30,30,64.01,42,11129.64,989.26,4,3,2021.6,17358.4
1032.032,375269.34,638126,14054.08,230896.81,32,36,48,40,10647.97,1054.3,3,0,2023.6,17356.4
1033.039,369063.69,618366.94,14347.14,223766.09,20,22,39,50,10544.4,1044.29,3,0,2025.6,17354.4
1034.046,367323.56,630186.44,14492.17,228523.94,34,48,47,47,10573.57,1001.26,6,0,2027.5,17352.5
1035.052,358765.84,623691.81,14027.87,225971.36,14,38,39,50,10956.66,998.27,6,2,2029.5,17350.5
1036.06,371983.91,617644.94,14382.41,227837.64,31,36,55,47,10648.97,952.24,2,1,2031.5,17348.5
1037.066,352876,610674.63,13867.8,214976.92,28,36,47,47,10258.88,984.26,7,5,2033.5,17346.5
1038.073,360372.94,629460.94,14200.09,224751.22,24,30,46,34,10262.93,968.25,2,1,2035.4,17344.6
1039.08,392232.16,620511.75,14283.66,227031.91,22,35,49,59,10275.98,961.24,6,4,2037.4,17342.6
1040.087,365861.28,648847.75,14416.62,229387.5,28,35,43,53,10796.78,972.25,6,1,2039.4,17340.6
1041.094,404128.25,630592.25,14608.99,228416.41,17,40,36,45,10502.18,990.26,5,1,2041.4,17338.6
1042.101,379970.16,651214.38,14792.32,240469.45,23,41,113.02,47,10603.72,1014.27,6,1,2043.3,17336.7
1043.108,370095.69,637439.19,15009.97,233562.13,31,45,50,54,10522.33,955.24,5,2,2045.3,17334.7
1044.114,366545.25,656700.75,14911.21,238531.22,25,24,53,41,10224.71,1050.29,7,2,2047.3,17332.7
1045.121,366176,641990.44,14915.31,230107.38,22,30,35,64.01,10212.65,904.22,3,1,2049.3,17330.7
1046.128,360151.16,638124.06,14832.61,237286.52,27,40,37,60,10195.56,1041.29,5,0,2051.2,17328.8
1047.135,356976.13,659384.19,14900.15,233782.88,28,33,34,52,10469.01,964.25,3,1,2053.2,17326.8
1048.142,354870.78,646831.63,14705.69,234458.88,31,24,39,39,10547.41,919.22,1,1,2055.2,17324.8
1049.149,357558.84,628180.94,14937.4,236311.86,22,42,36,38,10611.79,868.2,5,1,2057.2,17322.8
1050.156,334968.94,638036.56,14236.33,228922.91,25,26,30,47,10560.48,882.21,2,1,2059.1,17320.9
1051.162,336943.19,630799.31,13985.59,216779.23,29,17,10,37,9735.22,784.16,2,1,2061.1,17318.9
1052.169,343022.44,592456,13497.24,206094.66,23,31,19,42,9282.02,724.14,0,1,2063.1,17316.9
1053.176,294046.38,522579.13,11278.61,179271.72,11,23,14,36,8535.62,669.12,0,0,2065.1,17314.9
1054.183,276923.28,519365.91,10721.58,161177.69,11,24,14,36,8827.95,562.08,2,0,2067.0,17313.0
1055.19,239523.94,405191.09,8816.36,137983.05,31,27,9,35,6079.48,436.05,0,0,2069.0,17311.0
1056.197,173798.72,340332.13,6504.52,102127.23,24,15,16,33,5180.87,411.05,0,0,2071.0,17309.0
1057.204,160044.39,317970.03,7056.39,110480.24,12,18,11,36,4881.1,411.04,0,0,2072.9,17307.1
1058.21,159021.64,287838.19,6252.73,91460.85,12,29,13,25,3751.6,294.02,2,0,2074.9,17305.1
1059.217,127365.71,245649.72,5145.59,82713.42,12,19,9,36,4156.42,302.02,4,0,2076.9,17303.1
1060.224,143018.72,260688.06,5104.5,81131.52,18,12,8,25,3524.19,301.02,2,0,2078.9,17301.1
1061.231,119540.74,222835.61,4181.41,71672.75,4,11,17,16,3035.39,250.02,3,2,2080.8,17299.2
1062.238,92990.5,211735.52,3691.44,63243.94,16,18,20,25,2699.87,231.01,1,1,2082.8,17297.2
1063.245,75389.58,174457.91,3111.44,52605.25,12,17,13,11,2268.32,166.01,2,0,2084.8,17295.2
1064.251,64527.74,156685.92,2875.09,46258.19,13,25,38,12,2066.09,150.01,3,2,2086.8,17293.2
1065.258,61224.97,155506.58,2685.8,43753.74,12,25,36,18,1865.9,202.01,2,2,2088.7,17291.3
1066.265,64888.49,137757.78,2593.68,47544.27,15,46,32,11,2052.08,223.01,2,0,2090.7,17289.3
1067.272,59698.92,128301.93,2618.71,44837.82,8,27,51,15,2288.34,193.01,7,2,2092.7,17287.3
1068.279,71200.61,160832.63,3168.51,53348.55,7,17,31,14,2589.72,229.01,4,0,2094.7,17285.3
1069.286,94630.95,181189.86,4094.18,67965.56,14,27,64.01,16,3579.29,259.02,4,0,2096.6,17283.4
1070.293,108189.02,216564.27,4644.38,74297.98,10,35,39,27,3717.54,319.03,6,1,2098.6,17281.4
1071.299,122194.02,230411.63,5091.46,80058.64,10,29,111.02,21,4621.47,385.04,8,3,2100.6,17279.4
1072.306,156384.64,283732.44,5891.64,96796.3,16,43,48,18,5200.92,472.06,6,2,2102.6,17277.4
1073.313,179449.28,312469.72,6885.8,112474.17,20,19,19,16,5969.11,473.06,8,0,2104.5,17275.5
1074.32,197434.47,356677.09,7393.66,124205.69,21,27,44,26,6745.65,499.07,3,0,2106.5,17273.5
1075.327,252220.77,416706.13,8571.28,135796.59,28,37,36,44,7102.99,597.09,4,0,2108.5,17271.5
1076.334,308011.44,521227.44,10757.82,176721.39,35,26,49,43,10046.97,744.15,7,0,2110.5,17269.5
1077.341,341940.56,570314.13,12189.91,194178.27,30,39,45,41,10165.45,725.14,0,1,2112.4,17267.6
1078.347,324342.28,544614.63,11082.52,180536.22,32,29,39,28,9379.48,688.13,10,0,2114.4,17265.6
1079.354,331573.56,578159.25,11298.75,189519.03,23,42,39,26,9860.94,772.16,4,0,2116.4,17263.6
1080.361,349378.56,570578.63,10972.95,178724.17,19,38,58,43,9438.81,673.12,6,0,2118.4,17261.6
1081.368,322376,535157.44,11133.86,179871.33,25,39,37,38,9746.27,712.13,7,2,2120.3,17259.7
1082.375,361495.88,561721.31,11524.08,181080.19,15,34,95.02,26,9210.69,648.11,5,0,2122.3,17257.7
1083.382,338550.75,535474.25,11382.19,183042.81,23,33,63.01,32,9115.25,719.14,16,2,2124.3,17255.7
1084.389,322530,530531.63,11479.75,185099.34,23,34,41,35,9603.56,728.14,7,1,2126.3,17253.7
1085.395,352358.66,590017.5,12567.29,193056.34,20,46,46,32,9799.56,638.11,8,2,2128.2,17251.8
1086.402,363062.31,551458.81,12137.63,192289.28,24,32,40,46,10432.82,677.12,3,0,2130.2,17249.8
1087.409,367859.34,591143.75,12972.8,208010.25,19,30,35,31,10314.17,656.11,7,0,2132.2,17247.8
1088.416,384605,599988.63,13308.01,200618.16,26,39,39,34,10197.59,637.11,6,0,2134.1,17245.9
1089.423,371615.88,589755.31,13200.35,214377.64,42.01,29,60,35,10647.99,704.13,3,0,2136.1,17243.9
1090.43,381847.72,595684,13226.52,216548.44,20,36,45,42,10596.69,676.12,2,1,2138.1,17241.9
1091.436,378065.5,607187.56,13693.71,217964.48,33,39,44,51,10579.59,676.12,6,2,2140.1,17239.9
1092.443,366064.31,622668.19,13760.06,222741.56,31,22,35,32,10552.45,591.09,4,2,2142.0,17238.0
1093.45,368755,616760.25,13742.94,222365.44,20,27,45,33,10463,583.09,7,2,2144.0,17236.0
1094.457,379665.53,624439.88,13821.46,222059.56,31,37,29,42,10591.67,588.09,4,1,2146.0,17234.0
1095.464,367002.13,621893.19,14348.14,225094.58,26,32,52,38,10324.26,519.07,5,2,2148.0,17232.0
1096.471,358372.13,592831.06,13690.61,221980.66,17,25,69.01,40,10576.58,650.11,6,2,2149.9,17230.1
1097.478,392597.59,630274.63,14074.19,219912.2,13,41,45,46,10389.57,588.09,4,0,2151.9,17228.1
1098.484,362818.53,599024.25,14028.97,221553.84,24,30,64.01,29,10318.24,569.09,2,1,2153.9,17226.1
1099.491,359591.75,618465.19,14437.75,222349.88,22,38,50,42,10285.02,585.09,7,2,2155.9,17224.1
1100.498,362486.28,608156.38,14030.88,220955.39,11,37,34,31,9997.56,569.09,4,1,2157.8,17222.2
1101.505,363028.13,607255.13,14747.03,224154.2,24,33,51,54,9801.54,555.08,3,1,2159.8,17220.2
1102.512,370731.38,607189.25,14467.96,227879.17,21,32,48,48,10310.17,528.07,5,0,2161.8,17218.2
1103.519,368096.59,624792.38,14560.67,232770.98,25,35,39,42,10008.59,577.09,3,0,2163.8,17216.2
1104.526,386117.13,636686.56,14499.19,230611.78,16,48,36,53,10090.04,585.09,4,2,2165.7,17214.3
1105.532,377103,633368.63,14372.29,224391.16,26,31,31,43,9929.18,535.08,2,0,2167.7,17212.3
1106.539,368571.94,610137.31,13538.53,219788.38,21,27,43,52,9807.58,625.1,8,2,2169.7,17210.3
1107.546,376327.88,612036.25,14108.48,225166.81,34,30,48,45,9468.91,593.09,5,1,2171.7,17208.3
1108.553,372596.44,638151,14355.16,226176.69,21,32,107.03,42,9623.66,536.08,6,0,2173.6,17206.4
1109.56,359355.88,624274.25,14251.5,228125.53,27,41,55,49,9795.52,576.09,2,2,2175.6,17204.4
1110.567,358105.53,627458.31,14495.22,223933.63,19,48,44,43,9268.96,549.08,3,1,2177.6,17202.4
1111.574,377758.16,628259.13,14137.65,225237.47,24,46,53,48,9403.62,558.08,3,1,2179.6,17200.4
1112.58,364467.44,607873.06,14512.33,223938.09,30,29,38,66.01,9446.8,580.09,2,1,2181.5,17198.5
1113.587,372192.94,633115.94,14681.51,223546.73,19,46,47,66.01,9274.98,530.07,7,2,2183.5,17196.5
1114.594,367556.44,646631.38,15312.24,229521.16,20,36,181.08,47,9413.64,559.08,3,1,2185.5,17194.5
1115.601,374649.25,644172.81,14698.63,226994.59,38,35,57,57,9538.26,485.06,5,1,2187.5,17192.5
1116.608,393830.94,677154.19,15290.04,239055.83,26,32,79.01,37,9118.25,512.07,1,0,2189.4,17190.6
1117.615,385897.69,654259.44,14778.22,231330.11,31,28,40,64.01,8941.46,518.07,2,1,2191.4,17188.6
1118.621,370962.34,646217.25,14333.04,229067.91,20,32,35,49,8911.3,523.07,6,0,2193.4,17186.6
1119.628,374202,620316.5,13911.06,218841.11,29,36,51,37,8604.93,481.06,5,1,2195.3,17184.7
1120.635,377306.94,610126.88,14180.97,214966.39,30,38,59,47,8511.52,554.08,8,4,2197.3,17182.7
1121.642,355858.06,620552.31,14016.81,225993.09,24,31,49,54,8891.2,559.08,4,1,2199.3,17180.7
1122.649,386273.94,610372.44,13924.15,227722.41,41,35,53,53,8814.86,536.08,5,0,2201.3,17178.7
1123.656,369933.03,635590.69,14341.15,224496.36,29,38,54,62,8885.18,547.08,5,2,2203.2,17176.8
1124.663,378594.59,608768.19,13942.27,225993.41,32,33,38,119.03,8858.06,505.07,3,0,2205.2,17174.8
1125.669,383190.84,629257,14512.29,219467.08,35,40,48,43,8823.91,470.06,6,0,2207.2,17172.8
1126.676,376589.44,621886,14648.3,221326.88,28,40,71.01,39,9113.22,544.08,9,3,2209.2,17170.8
1127.683,396909.88,663793.31,14483.12,232221.17,26,40,48,83.01,9207.66,544.08,4,1,2211.1,17168.9
1128.69,416260.19,654442.25,14453.87,231027.47,42,39,112.02,48,9280.04,588.09,4,1,2213.1,17166.9
1129.697,413632.25,639748.56,14754.07,226133.3,51.01,43,44,57,9059.97,600.1,3,1,2215.1,17164.9
1130.704,441418.13,655045.06,14539.51,235927.14,35,40,48,46,9579.45,578.09,8,1,2217.1,17162.9
1131.711,413907.81,672132.69,14461.94,227826.47,33,31,33,55,9317.18,557.08,3,1,2219.0,17161.0
1132.717,381077.94,620682.19,14164.82,225612.69,22,35,35,52,9243.84,589.09,5,0,2221.0,17159.0
1133.724,415853.88,630423.56,14552.6,228025.94,26,30,44,49,9157.43,543.08,5,2,2223.0,17157.0
1134.731,406277.13,643295.44,14249.42,233845.39,40,35,67.01,37,9638.74,640.11,7,0,2225.0,17155.0
1135.738,397124.31,633977.75,14368.28,225987.75,29,29,60,62,9547.29,602.1,4,0,2226.9,17153.1
1136.745,384216.88,616112.88,13941.33,217724.53,41,30,51,44,9508.1,646.11,7,1,2228.9,17151.1
1137.752,406441.38,631435.25,14090.29,226408.77,11,38,54,27,9814.61,611.1,12,1,2230.9,17149.1
1138.759,389706.16,612613.13,14074.2,219747.44,28,33,50,37,10027.72,704.13,5,1,2232.9,17147.1
1139.765,421693.75,626740.94,14120.52,224785.2,18,47,42,51,9642.76,679.12,2,1,2234.8,17145.2
1140.772,366133.75,616023.25,14062.1,222449.53,29,40,57,49,9613.61,708.13,5,6,2236.8,17143.2
1141.779,401405.22,641393.25,14711.74,234648.78,34,40,46,44,10109.11,712.13,4,1,2238.8,17141.2
1142.786,406354.56,653375.5,14930.35,230752.97,27,36,30,47,10019.65,734.14,7,1,2240.8,17139.2
1143.793,393807.81,620204.75,14475.1,217277.47,29,40,26,47,9576.43,743.15,6,2,2242.7,17137.3
1144.8,372069.88,625502.81,14398.49,221999.88,27,39,42,41,9589.52,753.15,5,4,2244.7,17135.3
1145.806,415630.88,618782.75,14119.51,226538.19,32,38,34,47,10107.09,835.19,4,3,2246.7,17133.3
1146.813,386167.5,643544.13,14742.98,231999.94,27,33,52,48,9964.38,755.15,5,2,2248.7,17131.3
1147.82,431578.97,638696.5,14597.9,230344.48,22,38,63.01,54,10455.97,806.17,3,3,2250.6,17129.4
1148.827,403974.81,655355.94,14678.5,234731.17,33,28,57,38,9917.16,868.2,3,1,2252.6,17127.4
1149.834,389582.88,641482.94,14323.95,235164.14,28,34,38,48,9977.44,873.2,4,1,2254.6,17125.4
1150.841,387213.38,657806.63,14460.94,231517.36,26,19,29,45,9832.7,848.19,3,1,2256.6,17123.4
1151.848,358912,635665.81,13684.52,220322.22,28,36,58,44,9775.41,907.22,8,4,2258.5,17121.5
1152.854,381877.38,616505.81,13926.18,220926.28,31,34,161.05,48,9873.92,934.23,7,1,2260.5,17119.5
1153.861,377057.94,613325.38,13718.74,222672.08,26,42,86.02,51,10162.41,1005.27,7,0,2262.5,17117.5
1154.868,404125.88,645995.38,14017.79,222761.91,32,30,24,43,9985.5,889.21,2,3,2264.4,17115.6
1155.875,379314.94,626165.44,14031.89,223205.56,17,28,46,36,9853.82,892.21,6,1,2266.4,17113.6
1156.882,398587.66,639387.38,14000.67,222412.06,27,43,40,46,9910.09,870.2,4,0,2268.4,17111.6
1157.889,377257.09,624664.5,13965.43,223514.97,27,23,38,48,9449.82,872.2,6,0,2270.4,17109.6
1158.896,393937.5,639302.88,14867.89,224333.34,61.01,37,63.01,51,9941.26,922.22,6,1,2272.3,17107.7
1159.902,388684.38,636551.94,14692.59,228811.44,23,48,48,43,9900.03,930.23,7,0,2274.3,17105.7
1160.909,400757.38,619821.75,14438.77,225054.34,33,27,51,58,10010.62,974.25,2,1,2276.3,17103.7
1161.916,404876.75,629928,14347.18,227263.03,28,37,58,47,9676.94,969.25,7,1,2278.3,17101.7
1162.923,411669.81,629724.75,14013.81,228537.64,30,42,38,50,9880.95,979.25,3,1,2280.2,17099.8
1163.93,382385.81,640635.19,14661.36,234821.84,28,21,53,60,9964.41,1066.3,5,1,2282.2,17097.8
1164.937,405409.63,648087.88,14519.33,229725.03,24,40,39,58,10041.77,1114.33,8,1,2284.2,17095.8
1165.943,388120.66,670713.69,15008.93,240336.2,30,41,71.01,51,10315.21,1091.31,6,1,2286.2,17093.8
1166.95,388038.13,670277.88,15062.4,236341.47,22,30,53,42,10014.63,1101.32,4,1,2288.1,17091.9
1167.957,388974.5,650879.69,14988.79,233983.66,27,53,35,43,10122.19,1031.28,5,1,2290.1,17089.9
1168.964,384925.81,666545.81,15079.45,231009.45,31,27,42,44,9829.73,1050.29,3,0,2292.1,17087.9
1169.971,379408.38,632537.44,14380.35,231690,26,34,42,98.02,9984.46,1091.31,6,0,2294.1,17085.9
1170.978,369758.84,635509.63,14334.01,231176.53,26,30,56.01,47,10205.61,1101.32,3,2,2296.0,17084.0
1171.985,391413.31,655131,14836.64,234727.28,21,23,41,44,10255.88,1182.37,5,3,2298.0,17082.0
1172.991,382922.19,638775.81,15039.18,227734.91,18,38,35,42,9850.79,1068.3,2,0,2300.0,17080.0
1173.998,366882.5,616182.5,14403.63,224629.02,28,36,42,51,9707.07,1196.38,11,0,2302.0,17078.0
1175.005,367821.41,622626.38,14209.16,228106.63,29,29,54,46,10159.36,1098.32,9,0,2303.9,17076.1
1176.012,381830.69,630243.63,14499.19,227003.11,26,60.01,49,78.01,9657.87,1126.33,6,2,2305.9,17074.1
1177.019,375883.44,616081.13,14244.4,230771.22,27,45,48,66.01,9922.15,1136.34,3,0,2307.9,17072.1
1178.026,384906.72,674218.13,14521.37,235091.72,20,34,53,44,9612.64,1108.33,3,4,2309.9,17070.1
1179.033,382634.94,685204.25,14686.64,233987.06,16,35,34,44,9878.94,1166.36,7,2,2311.8,17068.2
1180.039,360747.56,697877.25,14313.9,228920.97,24,38,59,47,9550.32,1053.29,10,0,2313.8,17066.2
1181.046,366817.72,645692,14367.35,231193.16,19,42,42,45,9680.02,1074.31,1,2,2315.8,17064.2
